date,status,gap,seconds,planned_cost_yuan,theta,day_end_soc_kwh
2025-12-09,0,3.406631055461353e-16,0.0380790999997771,64069.47963197115,62390.016601318275,8700.0
2025-12-10,0,0.0,0.02804313499973432,63802.957156802666,62665.65385043896,8700.0
2025-12-11,0,0.0,0.02770025700010592,64308.00396526433,26530.570705423568,8700.0
2025-12-12,0,0.0,0.05499984000016411,28326.87145331458,26770.16759017954,8700.0
2025-12-13,0,0.0,0.06046787700006462,28759.389215039795,63246.82511643802,8700.0
2025-12-14,0,0.0,0.026819157999852905,64756.0825851662,64352.515284765104,8700.0
2025-12-15,0,6.595252320781759e-16,0.027565944000343734,66044.19223065522,64767.14834079387,8700.0
2025-12-16,0,1.1018283753494702e-15,0.028773716999694443,66113.89656070125,64275.11525291778,8700.0
2025-12-17,0,3.3354819365041853e-16,0.02737315500007753,65346.11923693327,63883.436986206456,8700.0
2025-12-18,0,0.0,0.028131819000009273,65018.97417741476,27299.906757173856,8700.0
2025-12-19,0,0.0,0.05676328000026842,28640.560016146614,27117.278551205396,8700.0
2025-12-20,0,0.0,0.05612603899999158,28548.398973858908,62873.51890609732,8700.0
2025-12-21,0,0.0,0.02717739799982155,64019.22865963769,62770.10719922409,8700.0
2025-12-22,0,0.0,0.029075430999910168,64336.81529310996,62704.23870937577,8700.0
2025-12-23,0,0.0,0.032106992000080936,64416.9872073405,62099.20172360477,8700.0
2025-12-24,0,0.0,0.027328175000093324,63628.16229759206,61709.37138639814,8700.0
2025-12-25,0,0.0,0.027629488999991736,63470.16008816856,25674.24558645599,8700.0
2025-12-26,0,0.0,0.057199995999781095,27877.15116252691,25688.506562741295,8700.0
2025-12-27,0,0.0,0.059443988999646535,27661.772247326404,61534.97454202986,8700.0
2025-12-28,0,3.457239642133056e-16,0.027632213000288175,63342.95147275702,61719.69156278226,8700.0
2025-12-29,0,4.617803552287733e-16,0.028467612999975245,63466.53799105461,61338.71691203948,8700.0
2025-12-30,0,3.42706621611252e-16,0.028230564999830676,63086.12740431397,62965.53799897538,8700.0
2025-12-31,0,0.0,0.06329679000009492,61094.262903072144,0.0,6000.0
